Bin-size	Zeitschritt_0	Zeitschritt_1	Zeitschritt_2	Zeitschritt_3	Zeitschritt_4	Zeitschritt_5	Zeitschritt_6	Zeitschritt_7	Zeitschritt_8	Zeitschritt_9	Zeitschritt_10	Zeitschritt_11	Zeitschritt_12	Zeitschritt_13	Zeitschritt_14	Zeitschritt_15	Zeitschritt_16	Zeitschritt_17	Zeitschritt_18	Zeitschritt_19	Zeitschritt_20	Zeitschritt_21	Zeitschritt_22	Zeitschritt_23	Zeitschritt_24	Zeitschritt_25	Zeitschritt_26	Zeitschritt_27	Zeitschritt_28	Zeitschritt_29	Zeitschritt_30	Zeitschritt_31	Zeitschritt_32	Zeitschritt_33	Zeitschritt_34	Zeitschritt_35	Zeitschritt_36	Zeitschritt_37	Zeitschritt_38	Zeitschritt_39	Zeitschritt_40	Zeitschritt_41	Zeitschritt_42	Zeitschritt_43	Zeitschritt_44	Zeitschritt_45	Zeitschritt_46	Zeitschritt_47	Zeitschritt_48	Zeitschritt_49	Zeitschritt_50	Zeitschritt_51	Zeitschritt_52	Zeitschritt_53	Zeitschritt_54	Zeitschritt_55	Zeitschritt_56	Zeitschritt_57	Zeitschritt_58	Zeitschritt_59	Zeitschritt_60	Zeitschritt_61	Zeitschritt_62	Zeitschritt_63	Zeitschritt_64	Zeitschritt_65	Zeitschritt_66	Zeitschritt_67	Zeitschritt_68	Zeitschritt_69	Zeitschritt_70	
32.7455	0	0	0	0	0	0	0	0	2.75731e-174	1.92587e-138	3.81909e-115	7.86918e-98	3.7295e-84	5.03831e-73	8.6847e-64	5.2976e-56	2.36591e-49	1.315e-43	1.35057e-38	3.46105e-34	2.79213e-30	8.51332e-27	1.13522e-23	7.44961e-21	2.64963e-18	5.53208e-16	7.24675e-14	6.29874e-12	3.80898e-10	1.66866e-08	5.48273e-07	1.3922e-05	0.000280387	0.00458143	0.0619499	0.705422	6.86929	57.9902	429.583	2822.87	16614.8	88356.6	427879	1.90025e+06	7.7891e+06	2.96391e+07	1.05253e+08	3.50489e+08	1.09924e+09	3.26003e+09	9.17606e+09	2.45956e+10	6.29746e+10	1.5446e+11	3.63872e+11	8.25306e+11	1.80628e+12	3.82262e+12	7.83744e+12	1.55955e+13	3.01688e+13	5.68222e+13	1.04352e+14	1.87107e+14	3.27965e+14	5.62627e+14	9.45676e+14	1.55897e+15	2.52303e+15	4.01223e+15	6.27473e+15	
35.1119	0	0	0	0	0	0	0	0	6.80606e-140	5.46213e-110	2.99448e-90	8.7775e-76	1.52806e-64	1.73759e-55	5.25112e-48	1.03773e-41	2.47771e-36	1.10642e-31	1.27416e-27	4.82172e-24	7.22631e-21	4.96499e-18	1.75715e-15	3.51906e-13	4.30669e-11	3.43179e-09	1.87736e-07	7.37164e-06	0.00021576	0.00486149	0.0866957	1.25331	14.9967	151.252	1306.5	9802.24	64676.6	379465	1.99926e+06	9.54248e+06	4.15882e+07	1.66676e+08	6.18223e+08	2.13449e+09	6.89594e+09	2.09462e+10	6.00766e+10	1.63345e+11	4.22545e+11	1.04336e+12	2.46664e+12	5.59874e+12	1.2232e+13	2.57839e+13	5.25518e+13	1.03773e+14	1.98905e+14	3.70698e+14	6.72819e+14	1.19103e+15	2.0592e+15	3.48158e+15	5.76341e+15	9.35172e+15	1.4889e+16	2.32823e+16	3.57904e+16	5.4133e+16	8.06229e+16	1.18327e+17	1.71255e+17	
37.6494	0	0	0	0	0	0	0	0	5.34546e-106	1.42228e-83	2.70553e-68	5.43439e-57	3.6143e-48	5.03419e-41	4.34922e-35	4.63822e-30	9.70317e-26	5.52528e-22	1.08973e-18	8.93698e-16	3.51257e-13	7.40326e-11	9.15805e-09	7.15627e-07	3.75273e-05	0.00138873	0.0378269	0.785889	12.8369	169.188	1839.95	16834.3	131788	895914	5.35823e+06	2.85186e+07	1.36461e+08	5.92379e+08	2.35184e+09	8.60161e+09	2.91701e+10	9.22624e+10	2.73612e+11	7.64442e+11	2.02087e+12	5.07488e+12	1.21498e+13	2.78222e+13	6.11214e+13	1.29171e+14	2.63272e+14	5.18696e+14	9.89957e+14	1.83387e+15	3.30335e+15	5.79568e+15	9.91951e+15	1.65858e+16	2.71282e+16	4.34592e+16	6.82686e+16	1.0527e+17	1.59501e+17	2.37686e+17	3.48663e+17	5.03875e+17	7.17932e+17	1.00925e+18	1.40075e+18	1.92061e+18	2.60311e+18	
40.3702	0	0	0	0	0	0	0	5.99413e-93	5.60257e-73	4.01061e-60	3.63191e-50	5.98962e-42	3.8426e-35	1.79052e-29	1.07078e-24	1.27913e-20	4.23993e-17	4.98134e-14	2.49671e-11	6.15898e-09	8.3657e-07	6.84231e-05	0.00362249	0.1317	3.45264	67.9805	1040.29	12736.7	127892	1.07581e+06	7.72154e+06	4.80473e+07	2.62826e+08	1.27937e+09	5.60166e+09	2.22714e+10	8.10863e+10	2.72377e+11	8.49813e+11	2.47748e+12	6.78532e+12	1.75433e+13	4.30062e+13	1.00358e+14	2.23738e+14	4.78086e+14	9.82077e+14	1.94463e+15	3.72095e+15	6.89581e+15	1.24032e+16	2.16937e+16	3.69612e+16	6.14433e+16	9.9809e+16	1.58647e+17	2.47068e+17	3.77431e+17	5.66202e+17	8.34954e+17	1.2115e+18	1.73114e+18	2.43811e+18	3.387e+18	4.64441e+18	6.29056e+18	8.421e+18	1.11483e+19	1.46037e+19	1.89386e+19	2.43265e+19	
43.2876	0	0	0	0	0	0	0	1.78188e-75	2.09651e-57	9.92236e-46	4.64915e-37	3.27998e-30	1.23073e-24	5.20462e-20	4.13437e-16	8.87594e-13	6.71502e-10	2.18149e-07	3.53642e-05	0.00321341	0.17934	6.61305	170.912	3249.07	47280.6	544496	5.10322e+06	3.98592e+07	2.64746e+08	1.52157e+09	7.68114e+09	3.45053e+10	1.3951e+11	5.12749e+11	1.72819e+12	5.38298e+12	1.56021e+13	4.23376e+13	1.08148e+14	2.61323e+14	5.99947e+14	1.31382e+15	2.75421e+15	5.5449e+15	1.07522e+16	2.01356e+16	3.65042e+16	6.42088e+16	1.09798e+17	1.82873e+17	2.97162e+17	4.71849e+17	7.3317e+17	1.11627e+18	1.66737e+18	2.44613e+18	3.5283e+18	5.00856e+18	7.00344e+18	9.65437e+18	1.31307e+19	1.76327e+19	2.33943e+19	3.06856e+19	3.98152e+19	5.11321e+19	6.50266e+19	8.19319e+19	1.02324e+20	1.26721e+20	1.55682e+20	
46.4159	0	0	0	0	0	0	0	2.67068e-58	3.45153e-43	2.80984e-33	5.00533e-26	2.14738e-20	7.40865e-16	4.15306e-12	5.93657e-09	2.94204e-06	0.000629047	0.0681578	4.22567	164.622	4337	81923.5	1.16317e+06	1.29015e+07	1.15403e+08	8.54843e+08	5.36211e+09	2.90248e+10	1.37782e+11	5.81604e+11	2.2094e+12	7.63234e+12	2.41952e+13	7.09508e+13	1.9382e+14	4.96316e+14	1.19795e+15	2.73893e+15	5.958e+15	1.23798e+16	2.46582e+16	4.72322e+16	8.72576e+16	1.55882e+17	2.69931e+17	4.54063e+17	7.43441e+17	1.18694e+18	1.85092e+18	2.82343e+18	4.219e+18	6.18361e+18	8.89999e+18	1.2593e+19	1.75348e+19	2.40498e+19	3.25194e+19	4.33851e+19	5.71526e+19	7.43928e+19	9.57435e+19	1.21909e+20	1.53658e+20	1.91824e+20	2.37296e+20	2.91019e+20	3.53987e+20	4.27232e+20	5.11823e+20	6.08851e+20	7.19427e+20	
49.7702	0	0	0	0	0	0	0	2.72515e-41	6.18118e-30	2.83017e-22	1.30389e-16	3.43304e-12	1.30041e-08	1.22027e-05	0.00400623	0.580928	43.8828	1949.76	55863.7	1.10841e+06	1.61117e+07	1.79492e+08	1.58978e+09	1.15371e+10	7.0336e+10	3.67853e+11	1.67984e+12	6.7997e+12	2.47139e+13	8.15548e+13	2.46718e+14	6.89995e+14	1.79714e+15	4.38759e+15	1.00987e+16	2.20246e+16	4.57217e+16	9.07126e+16	1.72631e+17	3.16152e+17	5.58825e+17	9.55906e+17	1.58622e+18	2.55901e+18	4.02168e+18	6.16825e+18	9.24822e+18	1.35756e+19	1.95376e+19	2.7603e+19	3.83287e+19	5.23662e+19	7.04651e+19	9.34753e+19	1.22347e+20	1.58129e+20	2.01962e+20	2.55076e+20	3.18778e+20	3.94442e+20	4.83499e+20	5.8742e+20	7.07707e+20	8.45873e+20	1.00343e+21	1.18186e+21	1.38264e+21	1.60718e+21	1.85682e+21	2.13285e+21	2.43646e+21	
53.367	0	0	0	0	0	0	1.2765e-34	1.27241e-24	3.50765e-18	3.42731e-13	4.44904e-09	1.12444e-05	0.00763624	1.85914	202.636	11656.8	400020	8.9824e+06	1.41715e+08	1.66087e+09	1.51143e+10	1.10684e+11	6.71587e+11	3.45863e+12	1.54251e+13	6.05932e+13	2.12685e+14	6.75305e+14	1.96023e+15	5.24966e+15	1.30749e+16	3.04966e+16	6.70253e+16	1.39556e+17	2.76609e+17	5.24136e+17	9.53096e+17	1.66888e+18	2.82253e+18	4.62354e+18	7.35383e+18	1.13823e+19	1.71797e+19	2.53319e+19	3.65528e+19	5.16944e+19	7.17536e+19	9.78766e+19	1.31359e+20	1.73643e+20	2.26307e+20	2.91057e+20	3.69713e+20	4.64188e+20	5.76468e+20	7.08592e+20	8.62627e+20	1.04064e+21	1.24469e+21	1.47678e+21	1.73883e+21	2.03271e+21	2.36014e+21	2.72274e+21	3.12197e+21	3.55912e+21	4.03534e+21	4.55159e+21	5.10863e+21	5.70705e+21	6.34724e+21	
57.2237	0	0	0	0	0	0	5.16091e-26	6.69709e-17	5.16872e-11	1.1664e-06	0.0031333	1.92508	397.33	35634.2	1.66506e+06	4.62492e+07	8.42286e+08	1.08346e+10	1.04271e+11	7.85551e+11	4.80352e+12	2.45494e+13	1.07411e+14	4.10414e+14	1.3925e+15	4.25468e+15	1.18475e+16	3.03746e+16	7.23351e+16	1.61232e+17	3.38614e+17	6.73949e+17	1.27772e+18	2.31782e+18	4.03912e+18	6.78567e+18	1.10245e+19	1.73704e+19	2.66091e+19	3.97197e+19	5.78917e+19	8.25386e+19	1.15305e+20	1.58068e+20	2.12928e+20	2.82198e+20	3.68383e+20	4.7415e+20	6.02302e+20	7.55734e+20	9.37402e+20	1.15027e+21	1.39729e+21	1.68132e+21	2.00513e+21	2.37133e+21	2.78235e+21	3.2404e+21	3.74746e+21	4.30522e+21	4.91512e+21	5.57827e+21	6.2955e+21	7.06732e+21	7.89393e+21	8.77524e+21	9.71083e+21	1.07e+22	1.17419e+22	1.28352e+22	1.39784e+22	
61.3591	0	0	0	0	0	0	9.65128e-18	7.69547e-10	8.22433e-05	0.370948	251.458	47732.4	3.63066e+06	1.38964e+08	3.12353e+09	4.60079e+10	4.81325e+11	3.80069e+12	2.37395e+13	1.21694e+14	5.27262e+14	1.97729e+15	6.5441e+15	1.94248e+16	5.24102e+16	1.29999e+17	2.99284e+17	6.44772e+17	1.30906e+18	2.51989e+18	4.62349e+18	8.1232e+18	1.37218e+19	2.23652e+19	3.52842e+19	5.40322e+19	8.05141e+19	1.17006e+20	1.6616e+20	2.31e+20	3.14895e+20	4.21527e+20	5.54839e+20	7.18975e+20	9.18213e+20	1.15689e+21	1.4393e+21	1.76968e+21	2.15204e+21	2.59017e+21	3.08753e+21	3.6472e+21	4.27184e+21	4.96365e+21	5.72432e+21	6.55503e+21	7.45646e+21	8.42875e+21	9.47151e+21	1.05839e+22	1.17645e+22	1.30117e+22	1.43231e+22	1.56962e+22	1.71281e+22	1.86156e+22	2.01552e+22	2.17432e+22	2.33758e+22	2.50488e+22	2.67583e+22	
65.7933	0	0	0	0	0	0	6.99586e-09	0.00403176	29.6468	20702.8	3.39018e+06	2.0866e+08	6.36337e+09	1.14576e+11	1.37047e+12	1.18332e+13	7.83775e+13	4.1691e+14	1.84521e+15	6.98778e+15	2.31561e+16	6.83833e+16	1.8269e+17	4.47076e+17	1.01275e+18	2.14254e+18	4.26515e+18	8.04135e+18	1.4439e+19	2.48119e+19	4.09762e+19	6.52773e+19	1.00639e+20	1.5059e+20	2.19263e+20	3.11365e+20	4.3211e+20	5.87137e+20	7.8239e+20	1.02399e+21	1.31809e+21	1.67071e+21	2.08765e+21	2.57426e+21	3.13539e+21	3.77526e+21	4.49734e+21	5.30434e+21	6.19814e+21	7.17974e+21	8.24931e+21	9.40617e+21	1.06489e+22	1.19751e+22	1.3382e+22	1.4866e+22	1.64229e+22	1.80481e+22	1.97366e+22	2.14831e+22	2.32819e+22	2.51273e+22	2.70132e+22	2.89339e+22	3.08832e+22	3.28553e+22	3.48445e+22	3.68449e+22	3.88511e+22	4.08579e+22	4.28601e+22	
70.548	0	0	0	0	0	2.07586e-05	2.1383	3648.23	1.13374e+06	1.23741e+08	5.97139e+09	1.51367e+11	2.321e+12	2.39675e+13	1.80519e+14	1.0526e+15	4.97147e+15	1.96936e+16	6.72438e+16	2.02263e+17	5.45439e+17	1.33776e+18	3.01981e+18	6.33675e+18	1.24649e+19	2.31502e+19	4.08446e+19	6.88231e+19	1.11266e+20	1.73291e+20	2.60926e+20	3.81023e+20	5.41108e+20	7.49191e+20	1.01353e+21	1.34236e+21	1.74369e+21	2.22498e+21	2.79296e+21	3.45344e+21	4.21114e+21	5.06958e+21	6.03103e+21	7.09647e+21	8.26562e+21	9.53698e+21	1.09079e+22	1.23747e+22	1.39328e+22	1.55767e+22	1.73004e+22	1.90973e+22	2.09601e+22	2.28817e+22	2.48544e+22	2.68707e+22	2.89228e+22	3.10033e+22	3.31049e+22	3.52202e+22	3.73426e+22	3.94653e+22	4.15822e+22	4.36874e+22	4.57753e+22	4.7841e+22	4.98796e+22	5.18868e+22	5.38587e+22	5.57916e+22	5.76825e+22	
75.6463	0	0	0	0	0	0.157848	10482.7	1.08799e+07	1.71683e+09	8.96663e+10	2.22374e+12	3.20774e+13	3.0624e+14	2.1144e+15	1.12545e+16	4.84325e+16	1.74743e+17	5.43766e+17	1.49256e+18	3.6797e+18	8.26928e+18	1.71471e+19	3.31431e+19	6.02274e+19	1.03644e+20	1.69956e+20	2.66988e+20	4.03654e+20	5.89701e+20	8.35374e+20	1.15104e+21	1.5468e+21	2.03211e+21	2.61547e+21	3.30413e+21	4.10389e+21	5.01899e+21	6.052e+21	7.20384e+21	8.47385e+21	9.85985e+21	1.13583e+22	1.29644e+22	1.46723e+22	1.64753e+22	1.83659e+22	2.03362e+22	2.23776e+22	2.44816e+22	2.66392e+22	2.88417e+22	3.10803e+22	3.33463e+22	3.56314e+22	3.79275e+22	4.02267e+22	4.25218e+22	4.48058e+22	4.7072e+22	4.93143e+22	5.1527e+22	5.37049e+22	5.58431e+22	5.79372e+22	5.99834e+22	6.1978e+22	6.39179e+22	6.58003e+22	6.76228e+22	6.93834e+22	7.10804e+22	
81.1131	0	0	0	0	0	3796.91	3.37262e+07	1.24467e+10	9.10613e+11	2.5094e+13	3.59544e+14	3.22251e+15	2.03e+16	9.72248e+16	3.74305e+17	1.20687e+18	3.36199e+18	8.2895e+18	1.84401e+19	3.75819e+19	7.10572e+19	1.2593e+20	2.10988e+20	3.36595e+20	5.14406e+20	7.5697e+20	1.07728e+21	1.48826e+21	2.00231e+21	2.63089e+21	3.38408e+21	4.27032e+21	5.29618e+21	6.46623e+21	7.78291e+21	9.24662e+21	1.08557e+22	1.26066e+22	1.4494e+22	1.65109e+22	1.8649e+22	2.08988e+22	2.32499e+22	2.5691e+22	2.82104e+22	3.07959e+22	3.34352e+22	3.6116e+22	3.88263e+22	4.15541e+22	4.42879e+22	4.70168e+22	4.97302e+22	5.24184e+22	5.50721e+22	5.76828e+22	6.02428e+22	6.27451e+22	6.51832e+22	6.75515e+22	6.98452e+22	7.20598e+22	7.41918e+22	7.62381e+22	7.81963e+22	8.00645e+22	8.18413e+22	8.35258e+22	8.51174e+22	8.66162e+22	8.80223e+22	
86.9749	0	0	0	0	0	7.10609e+07	9.47908e+10	9.2162e+12	2.54161e+14	3.29132e+15	2.56944e+16	1.39668e+17	5.79134e+17	1.94818e+18	5.55312e+18	1.38459e+19	3.09293e+19	6.30458e+19	1.18965e+20	2.10193e+20	3.50947e+20	5.57878e+20	8.49556e+20	1.24575e+21	1.76657e+21	2.43157e+21	3.25881e+21	4.26407e+21	5.46016e+21	6.8564e+21	8.4583e+21	1.02674e+22	1.22815e+22	1.44944e+22	1.68968e+22	1.94762e+22	2.22178e+22	2.51044e+22	2.81177e+22	3.1238e+22	3.44451e+22	3.77186e+22	4.10382e+22	4.43843e+22	4.77376e+22	5.10802e+22	5.43951e+22	5.76664e+22	6.08799e+22	6.40223e+22	6.7082e+22	7.00488e+22	7.29135e+22	7.56687e+22	7.83078e+22	8.08257e+22	8.32183e+22	8.54825e+22	8.76163e+22	8.96183e+22	9.14883e+22	9.32264e+22	9.48335e+22	9.63113e+22	9.76616e+22	9.88869e+22	9.999e+22	1.00974e+23	1.01842e+23	1.02598e+23	1.03246e+23	
93.2603	0	0	0	0	9.32182e+09	3.08569e+12	1.28003e+14	2.12708e+15	2.04299e+16	1.32604e+17	6.36835e+17	2.41121e+18	7.54657e+18	2.02408e+19	4.78303e+19	1.01748e+20	1.9817e+20	3.58157e+20	6.07192e+20	9.74129e+20	1.48966e+21	2.18452e+21	3.08757e+21	4.22407e+21	5.61419e+21	7.27191e+21	9.20447e+21	1.1412e+22	1.3888e+22	1.66196e+22	1.95881e+22	2.27707e+22	2.61405e+22	2.96682e+22	3.33229e+22	3.70727e+22	4.08859e+22	4.47317e+22	4.85804e+22	5.24041e+22	5.6177e+22	5.98757e+22	6.34793e+22	6.69693e+22	7.03298e+22	7.35476e+22	7.66114e+22	7.95127e+22	8.22447e+22	8.48028e+22	8.71841e+22	8.93871e+22	9.14119e+22	9.32599e+22	9.49334e+22	9.64358e+22	9.77711e+22	9.89441e+22	9.99601e+22	1.00825e+23	1.01544e+23	1.02124e+23	1.02571e+23	1.02893e+23	1.03094e+23	1.03182e+23	1.03163e+23	1.03044e+23	1.02831e+23	1.02529e+23	1.02145e+23	
100	0	0	0	0	5.93294e+11	1.39248e+14	4.67689e+15	6.02512e+16	4.37554e+17	2.1662e+18	8.14362e+18	2.48674e+19	6.4523e+19	1.46862e+20	3.00211e+20	5.61116e+20	9.72488e+20	1.5805e+21	2.43072e+21	3.56421e+21	5.01402e+21	6.80261e+21	8.94035e+21	1.14251e+22	1.42428e+22	1.73687e+22	2.07693e+22	2.44047e+22	2.823e+22	3.21983e+22	3.62618e+22	4.0374e+22	4.44903e+22	4.85696e+22	5.25747e+22	5.64724e+22	6.02343e+22	6.38364e+22	6.7259e+22	7.04868e+22	7.35082e+22	7.6315e+22	7.89024e+22	8.12683e+22	8.34129e+22	8.53387e+22	8.70498e+22	8.85517e+22	8.98511e+22	9.09556e+22	9.18735e+22	9.26136e+22	9.31851e+22	9.35973e+22	9.38595e+22	9.39811e+22	9.39713e+22	9.38393e+22	9.35937e+22	9.32431e+22	9.27958e+22	9.22596e+22	9.16421e+22	9.09503e+22	9.01911e+22	8.9371e+22	8.84958e+22	8.75715e+22	8.66033e+22	8.55962e+22	8.45549e+22	
107.227	0	0	0	0	1.80181e+13	4.71346e+15	1.22555e+17	1.21694e+18	6.95201e+18	2.75982e+19	8.45917e+19	2.13769e+20	4.65396e+20	9.00376e+20	1.5835e+21	2.57543e+21	3.92534e+21	5.6655e+21	7.80835e+21	1.03463e+22	1.32536e+22	1.64892e+22	2.00015e+22	2.37317e+22	2.7618e+22	3.15991e+22	3.56163e+22	3.9616e+22	4.35504e+22	4.73785e+22	5.10661e+22	5.4586e+22	5.7917e+22	6.10439e+22	6.39564e+22	6.66487e+22	6.91188e+22	7.13677e+22	7.33989e+22	7.52178e+22	7.68314e+22	7.82476e+22	7.94754e+22	8.05238e+22	8.14026e+22	8.21212e+22	8.26894e+22	8.31164e+22	8.34115e+22	8.35835e+22	8.3641e+22	8.35921e+22	8.34445e+22	8.32057e+22	8.28827e+22	8.24821e+22	8.20101e+22	8.14727e+22	8.08754e+22	8.02234e+22	7.95217e+22	7.87748e+22	7.79871e+22	7.71626e+22	7.63051e+22	7.54182e+22	7.45051e+22	7.35691e+22	7.26131e+22	7.16396e+22	7.06514e+22	
114.976	0	0	0	0	1.44683e+16	5.10392e+17	5.21547e+18	2.78552e+19	9.9811e+19	2.73043e+20	6.15305e+20	1.19929e+21	2.09002e+21	3.33465e+21	4.95689e+21	6.9563e+21	9.3115e+21	1.19854e+22	1.4931e+22	1.80972e+22	2.14325e+22	2.48886e+22	2.84218e+22	3.19938e+22	3.55716e+22	3.91273e+22	4.26372e+22	4.60812e+22	4.9442e+22	5.27045e+22	5.58556e+22	5.88836e+22	6.17783e+22	6.45306e+22	6.71329e+22	6.95784e+22	7.18619e+22	7.39791e+22	7.59272e+22	7.77044e+22	7.93103e+22	8.07454e+22	8.20115e+22	8.31111e+22	8.40478e+22	8.48259e+22	8.54505e+22	8.59271e+22	8.62617e+22	8.64608e+22	8.65312e+22	8.64796e+22	8.63132e+22	8.60391e+22	8.56642e+22	8.51955e+22	8.46401e+22	8.40044e+22	8.32952e+22	8.25186e+22	8.16807e+22	8.07874e+22	7.98442e+22	7.88564e+22	7.78289e+22	7.67666e+22	7.56738e+22	7.45547e+22	7.34133e+22	7.22532e+22	7.10779e+22	
123.285	0	0	0	2.19798e+17	4.08792e+18	2.55343e+19	9.46793e+19	2.56706e+20	5.65469e+20	1.07689e+21	1.84525e+21	2.92198e+21	4.35506e+21	6.18743e+21	8.45413e+21	1.11787e+22	1.43699e+22	1.80198e+22	2.21027e+22	2.65768e+22	3.13858e+22	3.64627e+22	4.17333e+22	4.71198e+22	5.25443e+22	5.79322e+22	6.3214e+22	6.83275e+22	7.32186e+22	7.78421e+22	8.21618e+22	8.61503e+22	8.97882e+22	9.30636e+22	9.59714e+22	9.85121e+22	1.00691e+23	1.02518e+23	1.04006e+23	1.0517e+23	1.06026e+23	1.06594e+23	1.06892e+23	1.06941e+23	1.06758e+23	1.06365e+23	1.05779e+23	1.05019e+23	1.04102e+23	1.03045e+23	1.01864e+23	1.00573e+23	9.91854e+22	9.77148e+22	9.61727e+22	9.45701e+22	9.2917e+22	9.12226e+22	8.94954e+22	8.77429e+22	8.5972e+22	8.41891e+22	8.23998e+22	8.06091e+22	7.88216e+22	7.70414e+22	7.52719e+22	7.35164e+22	7.17777e+22	7.00582e+22	6.83601e+22	
132.194	0	0	0	0	6.43005e+18	5.50825e+19	2.34364e+20	6.9057e+20	1.61006e+21	3.18549e+21	5.57911e+21	8.89462e+21	1.31634e+22	1.83447e+22	2.43371e+22	3.09947e+22	3.81453e+22	4.56072e+22	5.32025e+22	6.0767e+22	6.81562e+22	7.52487e+22	8.19472e+22	8.81777e+22	9.38878e+22	9.90444e+22	1.0363e+23	1.07643e+23	1.1109e+23	1.13987e+23	1.16359e+23	1.18232e+23	1.19638e+23	1.20609e+23	1.21179e+23	1.21383e+23	1.21252e+23	1.2082e+23	1.20118e+23	1.19174e+23	1.18015e+23	1.16669e+23	1.15158e+23	1.13504e+23	1.11728e+23	1.09849e+23	1.07882e+23	1.05844e+23	1.03748e+23	1.01608e+23	9.94327e+22	9.72339e+22	9.50203e+22	9.27998e+22	9.05796e+22	8.8366e+22	8.61645e+22	8.39799e+22	8.18165e+22	7.9678e+22	7.75676e+22	7.5488e+22	7.34415e+22	7.143e+22	6.94551e+22	6.75183e+22	6.56204e+22	6.37623e+22	6.19446e+22	6.01678e+22	5.8432e+22	
141.747	0	0	0	7.3031e+18	8.62202e+19	4.24336e+20	1.31911e+21	3.0937e+21	6.006e+21	1.01923e+22	1.56528e+22	2.22682e+22	2.98321e+22	3.80868e+22	4.67557e+22	5.55692e+22	6.42816e+22	7.26825e+22	8.06014e+22	8.79083e+22	9.45117e+22	1.00355e+23	1.0541e+23	1.09674e+23	1.13164e+23	1.15911e+23	1.17956e+23	1.19349e+23	1.20143e+23	1.20393e+23	1.20155e+23	1.19484e+23	1.18432e+23	1.17049e+23	1.15381e+23	1.13471e+23	1.11359e+23	1.09079e+23	1.06664e+23	1.04143e+23	1.01541e+23	9.88817e+22	9.61838e+22	9.34651e+22	9.07406e+22	8.80233e+22	8.53244e+22	8.26532e+22	8.00179e+22	7.7425e+22	7.48799e+22	7.23872e+22	6.99503e+22	6.75721e+22	6.52545e+22	6.2999e+22	6.08066e+22	5.86778e+22	5.66127e+22	5.4611e+22	5.26724e+22	5.07961e+22	4.89811e+22	4.72266e+22	4.55312e+22	4.38937e+22	4.23127e+22	4.07868e+22	3.93146e+22	3.78945e+22	3.6525e+22	
151.991	0	0	0	1.11843e+20	9.39427e+20	3.20599e+21	7.36204e+21	1.34618e+22	2.12277e+22	3.01833e+22	3.97822e+22	4.95019e+22	5.88995e+22	6.76351e+22	7.54745e+22	8.22778e+22	8.79837e+22	9.2591e+22	9.61418e+22	9.87075e+22	1.00377e+23	1.01246e+23	1.01415e+23	1.00981e+23	1.00034e+23	9.86594e+22	9.69323e+22	9.49209e+22	9.26849e+22	9.02764e+22	8.77402e+22	8.51145e+22	8.24321e+22	7.972e+22	7.70012e+22	7.42945e+22	7.16152e+22	6.89759e+22	6.63865e+22	6.38547e+22	6.13865e+22	5.89864e+22	5.66576e+22	5.44021e+22	5.22211e+22	5.01151e+22	4.80841e+22	4.61272e+22	4.42436e+22	4.24319e+22	4.06906e+22	3.90179e+22	3.74119e+22	3.58705e+22	3.43919e+22	3.29738e+22	3.16142e+22	3.03109e+22	2.90618e+22	2.78649e+22	2.67182e+22	2.56196e+22	2.45672e+22	2.35591e+22	2.25936e+22	2.16688e+22	2.0783e+22	1.99345e+22	1.91219e+22	1.83436e+22	1.7598e+22	
162.975	0	0	1.18644e+21	5.03951e+21	1.16265e+22	2.01927e+22	2.97409e+22	3.93662e+22	4.83902e+22	5.63782e+22	6.31036e+22	6.8495e+22	7.25866e+22	7.54769e+22	7.72985e+22	7.81971e+22	7.83173e+22	7.77953e+22	7.6754e+22	7.53017e+22	7.35313e+22	7.15219e+22	6.93395e+22	6.70388e+22	6.46643e+22	6.22522e+22	5.98314e+22	5.7425e+22	5.50509e+22	5.27229e+22	5.04515e+22	4.82443e+22	4.61068e+22	4.40426e+22	4.20539e+22	4.01416e+22	3.83059e+22	3.65462e+22	3.48613e+22	3.32497e+22	3.17093e+22	3.0238e+22	2.88337e+22	2.74938e+22	2.62159e+22	2.49976e+22	2.38364e+22	2.27299e+22	2.16756e+22	2.06712e+22	1.97145e+22	1.88032e+22	1.79353e+22	1.71086e+22	1.63213e+22	1.55714e+22	1.48571e+22	1.41768e+22	1.35287e+22	1.29113e+22	1.23232e+22	1.17628e+22	1.12289e+22	1.07201e+22	1.02353e+22	9.7732e+21	9.33276e+21	8.91291e+21	8.51266e+21	8.13105e+21	7.76719e+21	
